ortho	freqfilms2	freqlivres	nblettres
suppléants	0.04	0.2	10
suppléants	0.14	0.14	10
supplée	0	0.47	7
suppléent	0	0.07	9
suppléer	0.14	0.68	8
suppléeraient	0	0.07	13
suppléerait	0	0.14	11
suppléerez	0	0.07	10
supplément	2.6	6.42	10
supplémentaire	4.19	10.2	14
supplémentaires	4.79	5.47	15
supplémenter	0	0.07	12
suppléments	0.2	1.08	11
supplémentées	0	0.07	13
supplétifs	0	0.14	10
supplétive	0	0.14	10
suppléé	0	0.07	7
support	2.71	5.2	7
supporta	0.05	1.01	8
supportable	1.6	5	11
supportables	0.13	1.22	12
supportai	0.01	0.14	9
supportaient	0.14	1.49	12
supportais	2.29	2.3	10
supportait	2.38	10.47	10
supportant	0.14	2.43	10
supporte	29.14	12.43	8
supportent	2.14	2.23	10
supporter	4.32	2.64	9
supporter	30.04	33.45	9
supportera	1.46	0.47	10
supporterai	2.27	0.95	11
supporteraient	0.23	0.2	14
supporterais	2.58	1.01	12
supporterait	1.18	3.38	12
supporteras	0.52	0.07	11
supporterez	0.25	0.14	11
supporteriez	0.05	0.2	12
supporterons	0.22	0.07	12
supporteront	0.13	0.07	12
supporters	1.75	2.91	10
supportes	3.86	0.34	9
supporteur	0.02	0	10
supportez	1.37	0.54	9
supportiez	0.18	0	10
supportions	0	0.41	11
supportons	0.44	0.27	10
supportrice	0.06	0	11
supportrices	0.13	0.07	12
supports	0.22	1.22	8
supports-chaussettes	0	0.07	20
supportât	0	0.27	9
supportèrent	0	0.07	12
supporté	4.56	5	8
supportée	0.2	0.81	9
supportées	0.01	0.54	10
supportés	0.21	0.47	9
supposa	0.02	0.95	7
supposable	0	0.07	10
supposai	0	0.61	8
supposaient	0.03	0.41	11
supposais	0.5	2.3	9
supposait	0.11	3.18	9
supposant	1.62	1.89	9
suppose	89.07	29.53	7
supposent	0.16	0.88	9
supposer	3.92	14.46	8
supposera	0.05	0	9
supposerai	0.14	0	10
supposerait	0.22	0.34	11
supposeront	0.04	0.07	11
supposes	0.88	0.07	8
supposez	1.43	1.28	8
supposiez	0.07	0.07	9
supposions	0.06	0.07	10
supposition	2.74	2.5	11
suppositions	1.36	2.84	12
suppositoire	0.27	0.54	12
suppositoires	0.29	0.34	13
supposons	4.54	1.62	9
supposâmes	0	0.07	10
supposèrent	0.01	0.07	11
supposé	12.07	3.24	7
supposé	1.91	1.35	7
supposée	2.71	0.95	8
supposée	0.9	0.68	8
supposées	0.36	0.07	9
supposées	0.09	0.54	9
supposément	0.04	0	11
supposés	2.3	0.41	8
supposés	0.64	0.61	8
suppresseur	0.03	0	11
suppresseur	0.03	0	11
suppression	0.74	1.96	11
suppressions	0.06	0.14	12
supprima	0	0.41	8
supprimai	0	0.07	9
supprimaient	0.1	0.07	12
supprimais	0.07	0.07	10
supprimait	0.17	0.88	10
supprimant	0.21	1.28	10
supprime	1.99	1.62	8
suppriment	0.21	0.14	10
supprimer	5.86	5.74	9
supprimera	0.05	0.07	10
supprimerai	0.15	0.07	11
supprimeraient	0.03	0.07	14
supprimerait	0.07	0.14	12
supprimerons	0	0.07	12
supprimez	0.62	0.07	9
supprimons	0.54	0.14	10
supprimât	0	0.14	9
supprimé	2.19	2.57	8
supprimée	0.35	0.61	9
supprimées	0.23	0.34	10
supprimés	0.6	0.54	9
suppuraient	0	0.07	11
suppurait	0	0.14	9
suppurant	0.01	0	9
suppurant	0.01	0.07	9
suppurante	0.01	0	10
suppurantes	0.01	0.07	11
suppuration	0.01	0.07	11
suppurations	0	0.07	12
suppure	0.17	0.2	7
suppurent	0.02	0	9
suppurer	0.02	0.14	8
suppurerait	0	0.07	11
supputa	0	0.14	7
supputai	0	0.07	8
supputaient	0	0.27	11
supputais	0	0.07	9
supputait	0.01	0.88	9
supputant	0	0.54	9
supputation	0	0.14	11
supputations	0.03	0.81	12
suppute	0.13	0.88	7
supputent	0	0.14	9
supputer	0.01	0.95	8
supputé	0	0.2	7
supputées	0	0.07	9
suppôt	0.17	0.54	6
suppôts	0.22	0.41	7
supra	0.26	0.34	5
supra-humain	0	0.07	12
supraconducteur	0.09	0	15
supraconducteurs	0.07	0	16
supraconductivité	0.01	0	17
supraconductrice	0.01	0	16
supranational	0	0.07	13
supranationales	0	0.07	15
supranaturel	0.01	0	12
supraterrestre	0.01	0.14	14
suprématie	0.47	1.08	10
suprême	14.98	21.76	7
suprêmement	0.09	0.81	11
suprêmes	0.28	1.22	8
supérette	0.56	0.07	9
supérieur	8.74	17.7	9
supérieur	6.26	2.91	9
supérieure	10.7	18.65	10
supérieure	1.31	2.36	10
supérieurement	0.07	1.01	14
supérieures	2.82	3.51	11
supérieures	0.03	0.07	11
supérieurs	3.46	6.82	10
supérieurs	6.04	2.77	10
supériorité	2	8.72	11
supériorités	0	0.54	12
sur	52.19	15.54	3
sur	0.22	0	3
sur	2520.11	5320.47	3
sur-le-champ	6.79	10.95	12
sur-mesure	0.03	0	10
sur-place	0.2	0.27	9
surabondaient	0	0.07	13
surabondamment	0	0.2	14
surabondance	0.08	1.08	12
surabondances	0	0.27	13
surabondant	0	0.27	11
surabondante	0	0.27	12
surabondantes	0	0.07	13
surabondent	0	0.07	11
suractiver	0.01	0	10
suractivité	0	0.07	11
suractivé	0.03	0.07	9
suractivée	0	0.07	10
suradaptation	0	0.14	13
suradapté	0	0.2	9
surah	0	0.2	5
suraigu	0.01	1.28	7
suraigus	0.01	0.61	8
suraiguë	0.01	1.22	8
suraiguës	0	0.27	9
surajoute	0	0.07	9
surajouter	0	0.07	10
surajouté	0	0.07	9
surajoutée	0	0.07	10
surajoutés	0	0.14	10
suralimentation	0	0.07	15
suralimenter	0.02	0.07	12
suralimentes	0.01	0.07	12
suralimentée	0	0.14	12
suralimentés	0.01	0.07	12
suralimentés	0.14	0	12
suranné	0.02	0.61	7
surannée	0.01	0.47	8
surannées	0	0.41	9
surannés	0.01	0.47	8
surard	0	0.07	6
surarmement	0.01	0	11
surarmé	0.02	0	7
surarmée	0.01	0	8
surarmés	0.04	0	8
surbaissé	0	0.07	9
surbaissé	0	0.14	9
surbaissée	0	0.07	10
surbaissée	0.01	0.27	10
surbaissées	0	0.14	11
surbaissés	0	0.14	10
surbooké	0.18	0	8
surbookée	0.03	0	9
surbookées	0.02	0	10
surboum	0.2	0.41	7
surboums	0.03	0.47	8
surbrillance	0.01	0	12
surbrodé	0	0.07	8
surcapacité	0.03	0	11
surcharge	1.55	0.61	9
surcharge	0.24	0.34	9
surchargeaient	0	0.2	14
surchargeait	0.12	0	12
surchargeant	0	0.14	12
surcharger	0.44	0.27	10
surcharges	0.02	0.27	10
surcharges	0.01	0	10
surchargé	1.07	1.76	9
surchargée	0.28	1.69	10
surchargées	0.03	1.15	11
surchargés	0.32	1.76	10
surchauffait	0.01	0.07	12
surchauffe	0.48	0.27	10
surchauffe	0.2	0.07	10
surchauffer	0.13	0	11
surchauffez	0.01	0	11
surchauffé	0.29	1.08	10
surchauffée	0.03	1.28	11
surchauffées	0	0.27	12
surchauffés	0	0.54	11
surchoix	0.01	0.2	8
surclassait	0.01	0.07	11
surclassant	0	0.07	11
surclasse	0.08	0	9
surclassent	0	0.07	11
surclasser	0.02	0.07	10
surclasserais	0	0.07	13
surclasserait	0.02	0	13
surclasseras	0	0.07	12
surclassé	0.11	0	9
surclassés	0.04	0.07	10
surcompensation	0.01	0.07	15
surcompenser	0	0.07	12
surcompensé	0.03	0	11
surcomprimée	0.01	0	12
surconsommation	0.02	0	15
surconsomme	0	0.07	11
surcontre	0.03	0	9
surcot	0	0.07	6
surcots	0	0.07	7
surcoupé	0.01	0	8
surcoût	0.02	0	7
surcroît	1.21	16.96	8
surcroîts	0	0.07	9
surdimensionné	0.09	0	14
surdimensionnée	0.04	0	15
surdité	0.41	2.16	7
surdoré	0	0.07	7
surdorée	0	0.07	8
surdosage	0.01	0	9
surdose	0.27	0	7
surdoué	0.23	0.2	7
surdoué	0.23	0.47	7
surdouée	0.01	0.07	8
surdouée	0.04	0	8
surdoués	0.26	0.07	8
surdoués	0.72	0.61	8
surdéterminé	0	0.07	12
surdévelopper	0.01	0	13
surdéveloppé	0.04	0	12
surdéveloppée	0.01	0	13
surdéveloppées	0	0.07	14
surdéveloppés	0.01	0	13
sure	12.38	0.41	4
sureau	0.05	1.42	6
sureaux	0.1	0.47	7
sureffectif	0.1	0	11
suremploi	0.01	0	9
surenchère	0.64	1.76	10
surenchères	0.01	1.15	11
surenchéri	0.11	0	10
surenchérir	0.16	0.34	11
surenchérissant	0	0.07	15
surenchérissent	0	0.07	15
surenchérit	0.04	0.61	11
surencombrée	0	0.07	12
surendettés	0.04	0	11
surent	0.07	1.42	6
surentraînement	0.1	0	15
surentraîné	0.02	0	11
surentraînées	0.01	0	13
surentraînées	0.02	0	13
surentraînés	0.02	0	12
surentraînés	0.05	0	12
sures	0.25	0.2	5
surestimation	0.01	0	13
surestime	0.34	0.07	9
surestimer	0.16	0.07	10
surestimerais	0	0.07	13
surestimez	0.58	0.07	10
surestimé	0.44	0.07	9
surestimée	0.28	0.14	10
surestimés	0.04	0.07	10
suret	0	0.07	5
surets	0.1	0	6
surette	0	0.2	7
surexcitait	0	0.07	11
surexcitant	0.01	0	11
surexcitation	0.04	0.81	13
surexcite	0.02	0	9
surexciter	0	0.14	10
surexcité	0.92	0.54	9
surexcitée	0.18	0.27	10
surexcitées	0.14	0.14	11
surexcités	0.2	0.54	10
surexploité	0.03	0	11
surexposition	0.02	0	13
surexposé	0.02	0.07	9
surexposée	0.01	0	10
surexposées	0.02	0	11
surexposés	0.02	0.07	10
surf	5.57	0.34	4
surface	21.85	51.49	7
surfacer	0.01	0	8
surfaces	0	0.14	8
surfaces	0.84	5.61	8
surfactant	0.08	0	10
surfacturation	0.04	0	14
surfacture	0.04	0	10
surfacturer	0.05	0	11
surfacturé	0.03	0	10
surfacturés	0.02	0	11
surfaire	0	0.07	8
surfais	0.09	0	7
surfaisait	0	0.07	10
surfait	0.38	0.14	7
surfait	0.1	0.14	7
surfaite	0.07	0.07	8
surfaite	0.03	0.14	8
surfaites	0.03	0	9
surfaits	0.02	0	8
surfaits	0.01	0.07	8
surfant	0.16	0	7
surfaçage	0	0.07	9
surfe	3.15	0	5
surfent	0.09	0	7
surfer	5.29	0.2	6
surferas	0.01	0	8
surfes	0.1	0	6
surfeur	0.65	0	7
surfeurs	1.06	0	8
surfeuse	0.24	0	8
surfeuses	0.01	0	9
surfez	0.09	0	6
surfilage	0	0.07	9
surfin	0.14	0	6
surfine	0	0.07	7
surfons	0.02	0	7
surfé	0.28	0	5
surgeler	0.01	0	8
surgelé	0.04	0.14	7
surgelé	0.12	0.07	7
surgelé	0.22	0.27	7
surgelée	0.03	0	8
surgelée	0.19	0.14	8
surgelées	0.01	0.07	9
surgelées	0.17	0	9
surgelés	0.01	0	8
surgelés	0.16	0.34	8
surgelés	0.88	0.2	8
surgeon	0.02	0.34	7
surgeonnent	0	0.07	11
surgeons	0	0.2	8
surgi	2.79	7.7	5
surgie	0.04	2.23	6
surgies	0.02	0.95	7
surgir	2.26	17.84	6
surgira	0.19	0.34	7
surgiraient	0	0.14	11
surgirait	0.02	0.54	9
surgirent	0.17	1.55	9
surgiront	0.04	0.41	9
surgis	0.09	1.96	6
surgissaient	0.28	5.2	12
surgissais	0.1	0.07	10
surgissait	0.3	8.04	10
surgissant	0.2	3.85	10
surgisse	0.04	0.81	8
surgissement	0	0.95	12
surgissements	0	0.07	13
surgissent	1.31	4.39	10
surgissez	0.14	0.14	9
surgit	2.96	16.96	6
surgèle	0	0.14	7
surgé	0.01	1.08	5
surgénérateur	0.03	0	13
surgît	0	0.07	6
surhomme	0.86	0.81	8
surhommes	0.25	0.27	9
surhumain	0.4	2.5	9
surhumain	0	0.14	9
surhumaine	1	1.15	10
surhumaines	0.04	0.27	11
surhumains	0.28	0.27	10
surhumanité	0	0.07	11
suri	0.06	0.2	4
suri	0.01	0	4
suricate	0.05	0	8
surie	0.01	0.27	5
suries	0	0.07	6
surimi	0.01	0	6
surimpression	0.05	0.68	13
surimpressions	0	0.14	14
surin	0.66	3.85	5
surinait	0.01	0	8
surine	0	0.07	6
surinent	0	0.07	8
suriner	0.02	0.34	7
surinerais	0	0.07	10
surinfections	0	0.07	13
surinformation	0	0.07	14
surinformé	0	0.88	10
surins	0	0.14	6
surintendance	0	0.07	13
surintendant	0.43	0.07	12
surintendante	0	0.2	13
surintensité	0.04	0	12
surinvestissement	0.01	0.07	17
suriné	0.12	0	6
surir	0	0.14	5
surit	0	0.07	5
surjet	0.04	0.07	6
surjeteuse	0.02	0	10
surjets	0	0.07	7
surlendemain	0.35	7.57	12
surligner	0.07	0	9
surligneur	0.03	0	10
surligné	0.17	0	8
surmenage	0.63	0.61	9
surmenait	0.01	0.14	9
surmenant	0	0.07	9
surmenant	0.01	0	9
surmener	0.08	0.07	8
surmenez	0.15	0	8
surmené	0.69	0.2	7
surmené	0.37	0.41	7
surmenée	0.14	0.07	8
surmenée	0.2	0.2	8
surmenées	0.01	0.14	9
surmenées	0.03	0.14	9
surmenés	0.15	0.2	8
surmenés	0.09	0.27	8
surmoi	0.12	0.68	6
surmonta	0.1	0.47	8
surmontai	0	0.14	9
surmontaient	0.01	0.47	12
surmontais	0	0.07	10
surmontait	0	1.62	10
surmontant	0	1.96	10
surmonte	0.51	1.42	8
surmontent	0.06	0.47	10
surmonter	5.85	5	9
surmontera	0.17	0.14	10
surmonterai	0.04	0	11
surmonteraient	0	0.07	14
surmonterait	0	0.2	12
surmonteras	0.32	0	11
surmonterez	0.03	0.07	11
surmonterons	0.23	0	12
surmontez	0.04	0	9
surmontions	0	0.07	11
surmontèrent	0.01	0.07	12
surmonté	1.46	6.49	8
surmontée	0.28	5.27	9
surmontées	0.03	1.82	10
surmontés	0.14	2.3	9
surmulot	0	0.07	8
surmulots	0	0.27	9
surmultipliée	0.01	0	13
surmultipliée	0.04	0.07	13
surmultipliées	0	0.07	14
surmâle	0	0.14	7
surmène	0.08	0.07	7
surmédicalisation	0.01	0	17
surnage	0.05	0.41	7
surnagea	0	0.14	8
surnageaient	0	0.34	12
surnageait	0	0.61	10
surnageant	0	0.14	10
surnageant	0	0.14	10
surnageants	0	0.07	11
surnagent	0.01	0.27	9
surnageons	0.01	0	10
surnager	0.01	0.54	8
surnagera	0	0.07	9
surnages	0	0.07	8
surnagèrent	0	0.07	11
surnagé	0.01	0	7
surnaturel	1.37	2.57	10
surnaturel	2.71	0.54	10
surnaturelle	0.88	2.3	12
surnaturelles	0.39	1.01	13
surnaturels	0.75	0.34	11
surnom	6.2	5.61	6
surnombre	0.3	0.68	9
surnomma	0.03	0.14	8
surnommaient	0.01	0.14	12
surnommais	0.02	0	10
surnommait	0.48	1.08	10
surnommant	0.01	0.07	10
surnomme	1.27	0.41	8
surnomment	0.44	0.07	10
surnommer	0.04	0.74	9
surnommera	0.01	0	10
surnommerais	0	0.07	12
surnommions	0	0.07	11
surnommèrent	0.01	0	12
surnommé	2.28	2.77	8
surnommé	0.56	1.49	8
surnommée	0.25	0.95	9
surnommée	0.26	0.2	9
surnommés	0.08	0.07	9
surnommés	0.02	0	9
surnoms	1.59	0.88	7
surnuméraire	0.01	0.14	12
surnuméraire	0.07	0	12
surnuméraires	0.03	0	13
surnuméraires	0	0.14	13
suroxygéner	0.01	0	11
suroxygéné	0	0.07	10
suroît	0.03	0.47	6
suroîts	0	0.14	7
surpassa	0.12	0.27	8
surpassaient	0.01	0.07	12
surpassais	0.1	0.2	10
surpassait	0.05	0.41	10
surpassant	0.14	0.14	10
surpasse	1.36	0.41	8
surpassent	0.35	0.14	10
surpasser	1.46	0.74	9
surpassera	0.54	0	10
surpasserai	0.02	0	11
surpasseraient	0.01	0	14
surpasserait	0.02	0.14	12
surpasseras	0.01	0	11
surpasses	0.21	0	9
surpassez	0.04	0	9
surpassons	0.16	0	10
surpassât	0.01	0.07	9
surpassé	1.5	0.41	8
surpassée	0.36	0.2	9
surpassées	0	0.07	10
surpassés	0.2	0.2	9
surpatte	0	0.14	8
surpattes	0	0.07	9
surpaye	0.01	0	7
surpayé	0.13	0	7
surpayés	0.08	0	8
surpeuplement	0.03	0.07	13
surpeupler	0.01	0	10
surpeuplé	0.27	0.74	9
surpeuplée	0.33	0.2	10
surpeuplées	0.06	0.14	11
surpeuplés	0.13	0.54	10
surpiqûres	0	0.07	10
surplace	0.3	0.34	8
surplis	0.07	1.69	7
surplomb	0.09	2.03	8
surplomba	0	0.07	9
surplombaient	0	0.88	13
surplombait	0.03	2.3	11
surplombant	0.02	0.34	11
surplombant	0.24	1.28	11
surplombante	0	0.07	12
surplombe	0.37	2.84	9
surplombent	0.03	0.54	11
surplomber	0.01	0.14	10
surplomberait	0	0.07	13
surplombions	0	0.14	12
surplombs	0	0.2	9
surplombé	0.01	0.34	9
surplombée	0	0.2	10
surplombés	0	0.07	10
surplus	1.25	10.95	7
surpoids	0.23	0	8
surpopulation	0.45	0.14	13
surprenaient	0.11	0.74	12
surprenais	0.07	1.76	10
surprenait	0.45	7.3	10
surprenant	4.89	8.78	10
surprenant	1.1	3.18	10
surprenante	2.67	7.84	11
surprenantes	0.34	1.76	12
surprenants	0.14	1.35	11
surprend	5.74	7.09	8
surprendra	0.75	0.61	10
surprendrai	0.2	0.14	11
surprendraient	0.05	0.07	14
surprendrais	0.04	0.07	12
surprendrait	0.33	0.88	12
surprendras	0.07	0	11
surprendre	8	17.43	10
surprendrez	0.02	0	11
surprendrons	0.01	0.07	12
surprendront	0.19	0.07	12
surprends	1.59	2.03	9
surprenez	1.06	0.27	9
surpreniez	0.11	0	10
surprenions	0	0.14	11
surprenne	0.98	0.61	9
surprennent	0.33	0.88	11
surprenons	0.04	0.14	10
surpresseur	0.01	0	11
surpression	0.09	0.14	11
surprime	0.14	0	8
surprirent	0.11	0.68	10
surpris	24.64	50	7
surpris	6.12	13.78	7
surprise	9.97	10.81	8
surprise	7.08	6.89	8
surprise	75.62	68.51	8
surprise-partie	0.18	0.27	15
surprise-party	0.1	0.07	14
surprises	0.41	0.61	9
surprises	0.34	0.95	9
surprises	7.32	8.65	9
surprises-parties	0.02	0.34	17
surprit	0.39	10.61	7
surproduction	0.05	0.14	13
surprotecteur	0.06	0	13
surprotectrice	0.1	0	14
surprotège	0.04	0	10
surprotégeais	0.01	0	13
surprotéger	0.1	0	11
surprotégé	0.02	0	10
surprît	0.01	0.47	7
surpuissance	0.01	0.07	12
surpuissant	0.09	0.27	11
surpuissante	0.04	0.07	12
surpuissants	0.03	0.07	12
surqualifié	0.08	0	11
surqualifiée	0.03	0	12
surréalisme	0.1	1.96	11
surréaliste	0.95	1.96	11
surréaliste	0.15	0.27	11
surréalistes	0.03	0.68	12
surréalistes	0.02	1.01	12
surréalité	0	0.14	10
surréel	0.03	0.07	7
surréel	0.01	0	7
surréelle	0.02	0.2	9
surréelles	0	0.14	10
surrégime	0.03	0.07	9
surrénal	0.01	0	8
surrénale	0.05	0	9
surrénales	0.17	0.07	10
surrénalien	0.01	0	11
surréservation	0.01	0	14
surs	1.11	0.07	4
sursaturé	0.01	0.2	9
sursaturée	0	0.07	10
sursaturées	0	0.07	11
sursaut	0.71	17.57	7
sursauta	0.22	8.78	8
sursautai	0.1	1.15	9
sursautaient	0.01	0.54	12
sursautais	0	0.2	10
sursautait	0	1.15	10
sursautant	0	1.89	10
sursaute	0.14	4.66	8
sursautent	0.02	0.34	10
sursauter	0.69	5.95	9
sursauteraient	0	0.07	14
sursauterais	0	0.07	12
sursautez	0.01	0.14	9
sursautons	0	0.14	10
sursauts	0.06	3.72	8
sursautât	0	0.07	9
sursautèrent	0	0.14	12
sursauté	0.47	2.84	8
surseoir	0.1	0.47	8
sursis	0.02	0.27	6
sursis	3.6	7.36	6
sursitaire	0.01	0	10
sursitaires	0	0.07	11
sursum corda	0	0.2	12
surtaxe	0.13	0.07	7
surtaxer	0.01	0	8
surtaxes	0	0.07	8
surtaxés	0.02	0	8
surtendu	0	0.07	8
surtension	0.37	0	10
surtout	148.66	291.49	7
surtout	0.54	2.7	7
surtouts	0	0.14	8
surveilla	0.01	0.41	9
surveillaient	0.46	1.96	13
surveillais	0.98	1.89	11
surveillait	1.61	8.92	11
surveillance	19.05	12.16	12
surveillances	0.11	0.07	13
surveillant	1.65	3.58	11
surveillant	0.39	5.41	11
surveillante	0.45	0.74	12
surveillantes	0.03	0.68	13
surveillants	0.45	1.55	12
surveille	26.27	6.28	9
surveillent	3.72	1.69	11
surveiller	26.94	18.11	10
surveillera	1.13	0.07	11
surveillerai	0.9	0.27	12
surveilleraient	0.02	0.07	15
surveillerais	0.23	0	13
surveillerait	0.08	0.41	13
surveilleras	0.25	0.14	12
surveillerez	0.09	0	12
surveillerons	0.23	0	13
surveilleront	0.27	0	13
surveilles	2.09	0.34	10
surveillez	9.71	0.68	10
surveilliez	0.41	0	11
surveillions	0.02	0.14	12
surveillons	0.9	0.2	11
surveillât	0	0.07	10
surveillé	3.77	3.11	9
surveillée	2.46	2.09	10
surveillées	0.58	0.68	11
surveillés	1.33	1.49	10
survenaient	0	0.41	11
survenais	0	0.07	9
survenait	0.12	1.49	9
survenant	0.02	0.81	9
survenants	0	0.14	10
survenir	0.8	1.69	8
survenu	0.61	1.96	7
survenue	0.32	0.95	8
survenue	0.02	1.62	8
survenues	0.08	0.34	9
survenues	0.14	0	9
survenus	0.72	0.95	8
survie	11.64	6.08	6
surviendra	0.17	0.14	10
surviendraient	0	0.14	14
surviendrait	0.01	0.34	12
surviendront	0	0.2	12
survienne	0.2	0.27	9
surviennent	0.36	0.47	11
survient	1.01	1.96	8
survinrent	0.14	0.34	10
survint	0.3	2.84	7
survire	0.01	0	7
survis	1.33	0.47	6
survit	3.88	2.23	6
survitesse	0	0.14	10
survivaient	0.16	0.81	11
survivais	0.04	0.14	9
survivait	0.28	1.76	9
survivaliste	0.01	0	12
survivance	0.04	0.88	10
survivances	0.01	0.2	11
survivant	0.39	0.88	9
survivant	3.57	2.03	9
survivant	1.14	0.54	9
survivante	0.15	0.07	10
survivante	0.39	0.14	10
survivantes	0.02	0	11
survivantes	0.03	0.2	11
survivants	0.81	0.61	10
survivants	8.81	5.41	10
survive	1.42	0.54	7
survivent	1.79	1.22	9
survives	0.24	0	8
survivez	0.3	0	8
surviviez	0.06	0	9
survivions	0.06	0	10
survivons	0.2	0.14	9
survivra	3.92	0.54	8
survivrai	2.99	0.14	9
survivraient	0.25	0.27	12
survivrais	0.46	0.07	10
survivrait	0.8	1.28	10
survivras	0.61	0	9
survivre	22.44	11.42	8
survivrez	0.61	0	9
survivriez	0.06	0	10
survivrons	0.33	0.07	10
survivront	0.94	0.54	10
survol	0.8	0.27	6
survola	0.01	0.14	7
survolaient	0.04	0.41	11
survolais	0.06	0.07	9
survolait	0.38	0.61	9
survolant	0.19	0.54	9
survole	1.04	0.61	7
survolent	0.9	0.27	9
survoler	1.27	1.76	8
survolera	0.1	0	9
survolerai	0.04	0	10
survolerez	0.16	0	10
survolerons	0.07	0	11
survolez	0.22	0	8
survolions	0.01	0.14	10
survolons	0.22	0.07	9
survols	0.03	0	7
survoltage	0.05	0.2	10
survoltait	0	0.07	10
survolteur	0.02	0	10
survolté	0.09	0.2	8
survolté	0.1	0.34	8
survoltée	0.11	0.27	9
survoltée	0.16	0.54	9
survoltées	0.02	0.07	10
survoltés	0.05	0.14	9
survoltés	0	0.47	9
survolâmes	0	0.07	10
survolé	0.65	1.08	7
survolée	0.03	0.27	8
survolées	0	0.2	9
survécu	18.74	4.53	7
survécurent	0.27	0	11
survécus	0.07	0.14	8
survécut	0.21	0.81	8
survécûmes	0.01	0	10
survécût	0	0.14	8
survêt	0	0.27	6
survêtement	0.63	2.23	11
survêtements	0.02	0.54	12
survêts	0	0.2	7
survînt	0	0.2	7
surélevait	0	0.07	10
surélever	0.06	0.14	9
surélevez	0.02	0	9
surélevé	0.1	1.15	8
surélevée	0.08	0.47	9
surélevées	0.02	0.41	10
surélevés	0.04	0.14	9
surélève	0.02	0.14	8
surélévation	0.03	0	12
suréminente	0	0.07	11
suréquipée	0.01	0.07	10
surévaluation	0.01	0.07	13
surévalué	0.03	0.07	9
sus	1.7	7.3	3
sus	2.57	3.65	3
sus-orbitaire	0.01	0	13
susceptibilité	0.09	1.49	14
susceptibilités	0	1.08	15
susceptible	3.87	7.77	11
susceptibles	1.3	4.12	12
suscita	0.12	1.15	7
suscitaient	0.01	1.49	11
suscitais	0.1	0.14	9
suscitait	0.1	2.97	9
suscitant	0.14	1.42	9
suscite	1.08	2.84	7
suscitent	0.16	1.01	9
susciter	1.23	7.16	8
susciteraient	0.1	0.07	13
susciterait	0.01	0.2	11
susciteront	0	0.07	11
suscites	0.02	0.07	8
suscité	0.59	2.23	7
suscitée	0.21	1.42	8
suscitées	0.02	0.47	9
suscités	0.04	0.61	8
suscription	0	0.14	11
susdit	0.12	0.27	6
susdit	0.11	0.07	6
susdite	0.02	0.07	7
susdite	0.2	0	7
susdites	0	0.14	8
sushi	2.03	0	5
susmentionné	0.19	0	12
susmentionnée	0.11	0.07	13
susnommé	0.04	0.07	8
susnommé	0.01	0.2	8
susnommée	0.01	0.14	9
susnommés	0	0.07	9
suspect	8.44	7.77	7
suspect	22.86	1.55	7
suspectaient	0	0.14	12
suspectais	0.1	0.07	10
suspectait	0.29	0.2	10
suspectant	0.11	0.07	10
suspecte	2.34	4.93	8
suspecte	0.76	0.34	8
suspecte	1.58	0.47	8
suspectent	0.25	0	10
suspecter	0.95	0.88	9
suspectera	0.07	0	10
suspecteraient	0	0.07	14
suspecterait	0.05	0	12
suspecteront	0.03	0	12
suspectes	0.69	1.49	9
suspectes	0.01	0	9
suspectes	0.07	0	9
suspectez	0.34	0	9
suspectiez	0.11	0	10
suspectons	0.12	0.07	10
suspects	1.48	2.64	8
suspects	8.81	1.76	8
suspecté	1.48	0.88	8
suspectée	0.38	0.14	9
suspectées	0.04	0	10
suspectés	0.16	0.41	9
suspend	0.53	1.55	7
suspendaient	0.02	0.27	12
suspendais	0.01	0.07	10
suspendait	0.03	1.28	10
suspendant	0.04	0.74	10
suspende	0.13	0	8
suspendent	0.04	0.27	10
suspendez	0.54	0.07	9
suspendirent	0	0.2	12
suspendit	0.01	1.96	9
suspendons	0.06	0.2	10
suspendra	0.08	0.07	9
suspendrai	0.06	0	10
suspendrait	0.1	0.27	11
suspendre	2.42	4.19	9
suspendrez	0.01	0	10
suspendrons	0.04	0	11
suspendront	0.03	0.07	11
suspends	0.98	0.27	8
suspendu	4.41	12.77	8
suspendu	1.21	5.2	8
suspendue	2.59	7.5	9
suspendue	0.93	3.45	9
suspendues	0.75	3.11	10
suspendues	0.09	1.42	10
suspendus	1.13	4.39	9
suspendus	0.57	1.82	9
suspendît	0	0.07	9
suspens	0.01	0.2	7
suspens	1.44	7.43	7
suspense	4.08	1.62	8
suspenses	0.01	0.14	9
suspenseur	0.01	0	10
suspenseurs	0	0.07	11
suspensif	0	0.07	9
suspension	3.92	7.23	10
suspensions	0.14	0.68	11
suspensive	0.01	0	10
suspensoir	0.09	0.14	10
suspensoirs	0.02	0	11
suspente	0	0.07	8
suspentes	0.01	0.07	9
suspicieuse	0.33	0.34	11
suspicieusement	0.04	0.14	15
suspicieuses	0.12	0	12
suspicieux	0.65	0.54	10
suspicion	1.21	2.23	9
suspicions	0.23	0.34	10
susse	0	0.2	5
sussent	0	0.14	7
sustentation	0.01	0.14	12
sustente	0.04	0.07	8
sustenter	0.08	0.54	9
sustentés	0	0.07	9
susu	0	0.07	4
susucre	0	0.2	7
susurra	0	1.08	7
susurrai	0	0.07	8
susurraient	0	0.14	11
susurrait	0.01	0.74	9
susurrant	0.13	0.14	9
susurre	0.01	1.01	7
